"OID","Country or Area","Year","Description","Magnitude","Value"
"22864..XZF...","CHILE","2006","CPI % CHANGE","PERCENT PER ANNU","3.39202"
"22864A..ZF...","CHILE","2005","CPI:SANTIAGO-ALL INC","INDEX NUMBER","100"
"22864..XZF...","CHILE","2005","CPI % CHANGE","PERCENT PER ANNU","3.05257"
"22864A..ZF...","CHILE","2004","CPI:SANTIAGO-ALL INC","INDEX NUMBER","97.0378"
"22864..XZF...","CHILE","2004","CPI % CHANGE","PERCENT PER ANNU","1.05474"
"22864A..ZF...","CHILE","2003","CPI:SANTIAGO-ALL INC","INDEX NUMBER","96.025"
"22864..XZF...","CHILE","2003","CPI % CHANGE","PERCENT PER ANNU","2.81018"
"22864A..ZF...","CHILE","2002","CPI:SANTIAGO-ALL INC","INDEX NUMBER","93.4003"
"22864..XZF...","CHILE","2002","CPI % CHANGE","PERCENT PER ANNU","2.4894"
"22864A..ZF...","CHILE","2001","CPI:SANTIAGO-ALL INC","INDEX NUMBER","91.1317"
"22864..XZF...","CHILE","2001","CPI % CHANGE","PERCENT PER ANNU","3.5691"
"22864A..ZF...","CHILE","2000","CPI:SANTIAGO-ALL INC","INDEX NUMBER","87.9912"
"22864..XZF...","CHILE","2000","CPI % CHANGE","PERCENT PER ANNU","3.8433"
"22864A..ZF...","CHILE","1999","CPI:SANTIAGO-ALL INC","INDEX NUMBER","84.7346"
"22864..XZF...","CHILE","1999","CPI % CHANGE","PERCENT PER ANNU","3.33836"
"22864A..ZF...","CHILE","1998","CPI:SANTIAGO-ALL INC","INDEX NUMBER","81.9972"
"22864..XZF...","CHILE","1998","CPI % CHANGE","PERCENT PER ANNU","5.1079"
"22864A..ZF...","CHILE","1997","CPI:SANTIAGO-ALL INC","INDEX NUMBER","78.0124"
"22864..XZF...","CHILE","1997","CPI % CHANGE","PERCENT PER ANNU","6.13531"
"22864A..ZF...","CHILE","1996","CPI:SANTIAGO-ALL INC","INDEX NUMBER","73.5028"
"22864..XZF...","CHILE","1996","CPI % CHANGE","PERCENT PER ANNU","7.35845"
"22864A..ZF...","CHILE","1995","CPI:SANTIAGO-ALL INC","INDEX NUMBER","68.4649"
"22864..XZF...","CHILE","1995","CPI % CHANGE","PERCENT PER ANNU","8.2351"
"22864A..ZF...","CHILE","1994","CPI:SANTIAGO-ALL INC","INDEX NUMBER","63.2557"
"22864..XZF...","CHILE","1994","CPI % CHANGE","PERCENT PER ANNU","11.4401"
"22864A..ZF...","CHILE","1993","CPI:SANTIAGO-ALL INC","INDEX NUMBER","56.762"
"22864..XZF...","CHILE","1993","CPI % CHANGE","PERCENT PER ANNU","12.7267"
"22864A..ZF...","CHILE","1992","CPI:SANTIAGO-ALL INC","INDEX NUMBER","50.3537"
"22864..XZF...","CHILE","1992","CPI % CHANGE","PERCENT PER ANNU","15.4289"
"22864A..ZF...","CHILE","1991","CPI:SANTIAGO-ALL INC","INDEX NUMBER","43.6231"
"22864..XZF...","CHILE","1991","CPI % CHANGE","PERCENT PER ANNU","21.7848"
"22864A..ZF...","CHILE","1990","CPI:SANTIAGO-ALL INC","INDEX NUMBER","35.8198"
"22864..XZF...","CHILE","1990","CPI % CHANGE","PERCENT PER ANNU","26.029"
"22864A..ZF...","CHILE","1989","CPI:SANTIAGO-ALL INC","INDEX NUMBER","28.4219"
"22864..XZF...","CHILE","1989","CPI % CHANGE","PERCENT PER ANNU","17.0326"
"22864A..ZF...","CHILE","1988","CPI:SANTIAGO-ALL INC","INDEX NUMBER","24.2855"
"22864..XZF...","CHILE","1988","CPI % CHANGE","PERCENT PER ANNU","14.6784"
"22864A..ZF...","CHILE","1987","CPI:SANTIAGO-ALL INC","INDEX NUMBER","21.177"
"22864..XZF...","CHILE","1987","CPI % CHANGE","PERCENT PER ANNU","19.8884"
"22864A..ZF...","CHILE","1986","CPI:SANTIAGO-ALL INC","INDEX NUMBER","17.6639"
"22864..XZF...","CHILE","1986","CPI % CHANGE","PERCENT PER ANNU","20.6146"
"22864A..ZF...","CHILE","1985","CPI:SANTIAGO-ALL INC","INDEX NUMBER","14.6449"
"22864..XZF...","CHILE","1985","CPI % CHANGE","PERCENT PER ANNU","29.4619"
"22864A..ZF...","CHILE","1984","CPI:SANTIAGO-ALL INC","INDEX NUMBER","11.3122"
"22864..XZF...","CHILE","1984","CPI % CHANGE","PERCENT PER ANNU","19.8593"
"22864A..ZF...","CHILE","1983","CPI:SANTIAGO-ALL INC","INDEX NUMBER","9.43786"
"22864..XZF...","CHILE","1983","CPI % CHANGE","PERCENT PER ANNU","27.2736"
"22864A..ZF...","CHILE","1982","CPI:SANTIAGO-ALL INC","INDEX NUMBER","7.41541"
"22864..XZF...","CHILE","1982","CPI % CHANGE","PERCENT PER ANNU","9.94102"
"22864A..ZF...","CHILE","1981","CPI:SANTIAGO-ALL INC","INDEX NUMBER","6.7449"
"22864..XZF...","CHILE","1981","CPI % CHANGE","PERCENT PER ANNU","19.6868"
"22864A..ZF...","CHILE","1980","CPI:SANTIAGO-ALL INC","INDEX NUMBER","5.63546"
"22864..XZF...","CHILE","1980","CPI % CHANGE","PERCENT PER ANNU","35.1383"
"22864A..ZF...","CHILE","1979","CPI:SANTIAGO-ALL INC","INDEX NUMBER","4.17014"
"22864..XZF...","CHILE","1979","CPI % CHANGE","PERCENT PER ANNU","33.3563"
"22864A..ZF...","CHILE","1978","CPI:SANTIAGO-ALL INC","INDEX NUMBER","3.12707"
"22864..XZF...","CHILE","1978","CPI % CHANGE","PERCENT PER ANNU","40.1221"
"22864A..ZF...","CHILE","1977","CPI:SANTIAGO-ALL INC","INDEX NUMBER","2.23167"
"22864..XZF...","CHILE","1977","CPI % CHANGE","PERCENT PER ANNU","91.9422"
"22864A..ZF...","CHILE","1976","CPI:SANTIAGO-ALL INC","INDEX NUMBER","1.16268"
"22864..XZF...","CHILE","1976","CPI % CHANGE","PERCENT PER ANNU","211.809"
"22864A..ZF...","CHILE","1975","CPI:SANTIAGO-ALL INC","INDEX NUMBER","0.372882"
"22864..XZF...","CHILE","1975","CPI % CHANGE","PERCENT PER ANNU","374.735"
"22864A..ZF...","CHILE","1974","CPI:SANTIAGO-ALL INC","INDEX NUMBER","0.0785452"
"22864..XZF...","CHILE","1974","CPI % CHANGE","PERCENT PER ANNU","504.729"
"22864A..ZF...","CHILE","1973","CPI:SANTIAGO-ALL INC","INDEX NUMBER","0.0129885"
"22864..XZF...","CHILE","1973","CPI % CHANGE","PERCENT PER ANNU","361.535"
"22864A..ZF...","CHILE","1972","CPI:SANTIAGO-ALL INC","INDEX NUMBER","0.0028142"
"22864..XZF...","CHILE","1972","CPI % CHANGE","PERCENT PER ANNU","74.8419"
"22864A..ZF...","CHILE","1971","CPI:SANTIAGO-ALL INC","INDEX NUMBER","0.00160957"
"22864..XZF...","CHILE","1971","CPI % CHANGE","PERCENT PER ANNU","20.0268"
"22864A..ZF...","CHILE","1970","CPI:SANTIAGO-ALL INC","INDEX NUMBER","0.00134101"
"22864..XZF...","CHILE","1970","CPI % CHANGE","PERCENT PER ANNU","32.4756"
"22864A..ZF...","CHILE","1969","CPI:SANTIAGO-ALL INC","INDEX NUMBER","0.00101227"
"22864..XZF...","CHILE","1969","CPI % CHANGE","PERCENT PER ANNU","30.4398"
"22864A..ZF...","CHILE","1968","CPI:SANTIAGO-ALL INC","INDEX NUMBER","0.000776041"
"22864..XZF...","CHILE","1968","CPI % CHANGE","PERCENT PER ANNU","26.3158"
"22864A..ZF...","CHILE","1967","CPI:SANTIAGO-ALL INC","INDEX NUMBER","0.000614366"
"22864..XZF...","CHILE","1967","CPI % CHANGE","PERCENT PER ANNU","18.75"
"22864A..ZF...","CHILE","1966","CPI:SANTIAGO-ALL INC","INDEX NUMBER","0.00051736"
"22864..XZF...","CHILE","1966","CPI % CHANGE","PERCENT PER ANNU","23.0769"
"22864A..ZF...","CHILE","1965","CPI:SANTIAGO-ALL INC","INDEX NUMBER","0.000420355"
"22864..XZF...","CHILE","1965","CPI % CHANGE","PERCENT PER ANNU","28.8405"
"22864A..ZF...","CHILE","1964","CPI:SANTIAGO-ALL INC","INDEX NUMBER","0.00032626"
"22864..XZF...","CHILE","1964","CPI % CHANGE","PERCENT PER ANNU","45.9772"
"22864A..ZF...","CHILE","1963","CPI:SANTIAGO-ALL INC","INDEX NUMBER","0.000223501"
"22864..XZF...","CHILE","1963","CPI % CHANGE","PERCENT PER ANNU","44.1022"
"22864A..ZF...","CHILE","1962","CPI:SANTIAGO-ALL INC","INDEX NUMBER","0.000155099"
"22864..XZF...","CHILE","1962","CPI % CHANGE","PERCENT PER ANNU","14.0141"
"22864A..ZF...","CHILE","1961","CPI:SANTIAGO-ALL INC","INDEX NUMBER","0.000136035"
"22864..XZF...","CHILE","1961","CPI % CHANGE","PERCENT PER ANNU","7.67697"
